code,name,manufacturer,itemType,ean,defaultCategory,categoryText,categoryText2,price,standardPrice,purchasePrice,currency,percentVat,maxDiscount,applyDiscountCoupon,applyLoyaltyDiscount,applyQuantityDiscount,applyVolumeDiscount,relativeMargin,absoluteMargin,variant_Sila_vrecusok_v_boxe_,stock,availabilityOutOfStock,availabilityInStock,productVisibility
IG27,ICEBERG ENERGY MANGO,ICEBERG,product,4530303564436,Nikotinove vrecuska > Iceberg,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > Iceberg,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,6,Vypredane,Skladom,visible
FC9,FEDRS ICE COOL COLA VANILLA HARD,Fedrs,product,5907761404816,Nikotinove vrecuska > Fedrs,Nikotinove vrecuska > Fedrs,Nikotinove vrecuska > PODlA SILY > Stredne silne,5.3,5.3,***,EUR,23,,1,0,0,0,***,***,,8,Vypredane,Skladom,visible
GLPRO04,GLO™ HYPER PRO,GLO™,product,8595682177536,GLO ™,GLO ™,,49.0,49.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
KL20,KILLA STRAWBERRY LYCHEE,Killa,product,5744000761329,Nikotinove vrecuska > Killa,Nikotinove vrecuska > Killa,Nikotinove vrecuska > PODlA SILY > Slabe,4.65,4.65,***,EUR,23,3,1,0,0,0,***,***,,12,Vypredane,Skladom,visible
KL21,KILLA BANANA ICE,Killa,product,5744000761305,Neviditelne produkty,Neviditelne produkty,,4.2,4.2,***,EUR,23,3,1,0,0,0,***,***,,0,Vypredane,Skladom,hidden
KL22,KILLA STRAWBERRY CHEESECAKE,Killa,product,,Neviditelne produkty,Neviditelne produkty,,4.5,3.9,***,EUR,23,3,1,0,0,0,***,***,,0,Vypredane,Skladom,hidden
KL23,KILLA MANGO ICE,Killa,product,5744000761336,Nikotinove vrecuska > Killa,Nikotinove vrecuska > Killa,Nikotinove vrecuska > PODlA SILY > Slabe,4.65,4.65,***,EUR,23,3,1,0,0,0,***,***,,7,Vypredane,Skladom,visible
VSGK03,VUSE GO RELOAD PEN STRAWBERRY ICE,Vuse,product,8595682149335,E-cigarety > VUSE > VUSE GO RELOAD,E-cigarety > VUSE > VUSE GO RELOAD,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,5,Vypredane,Skladom,visible
VSGK02,VUSE GO RELOAD PEN PEPPERMINT ICE,Vuse,product,8595682149328,E-cigarety > VUSE > VUSE GO RELOAD,E-cigarety > VUSE > VUSE GO RELOAD,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VSGK01,VUSE GO RELOAD BOX BLUEBERRY ICE,Vuse,product,8595682149014,E-cigarety > VUSE > VUSE GO RELOAD,E-cigarety > VUSE > VUSE GO RELOAD,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,3,Vypredane,Skladom,visible
VSGP03,VUSE GO RELOAD GREEN APPLE POD,Vuse,product,8595682149083,E-cigarety > VUSE > VUSE GO RELOAD,E-cigarety > VUSE > VUSE GO RELOAD,,9.9,9.9,***,EUR,23,,1,1,1,1,***,***,,4,Vypredane,Skladom,visible
VSGP04,VUSE GO RELOAD BLUEBERRY ICE POD,Vuse,product,8595682149045,E-cigarety > VUSE > VUSE GO RELOAD,E-cigarety > VUSE > VUSE GO RELOAD,,9.9,9.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VSGP01,VUSE GO RELOAD STRAWBERRY ICE POD,Vuse,product,8595682149052,E-cigarety > VUSE > VUSE GO RELOAD,E-cigarety > VUSE > VUSE GO RELOAD,,9.9,9.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VSGP02,VUSE GO RELOAD PEPPERMINT ICE POD,Vuse,product,8595682149038,E-cigarety > VUSE > VUSE GO RELOAD,E-cigarety > VUSE > VUSE GO RELOAD,,9.9,9.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
NS8,NOIS EUCALYPTUS,Nois,product,4742024720354,Nikotinove vrecuska > NOIS,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > NOIS,4.2,4.2,***,EUR,23,,1,1,1,1,***,***,,16,Vypredane,Skladom,visible
DR1,Darčekove balenie,,product,,Nase produkty,Nase produkty,,4.0,4.0,***,EUR,23,,0,0,0,0,***,***,,0,Vypredane,Skladom,hidden
GR01,GARANT COLD MINT,GARANT,product,4779049510745,Snus > Garant,Snus > Garant,,4.29,4.29,***,EUR,23,3,1,1,1,1,***,***,,3,Vypredane,Skladom,visible
GR02,GARANT ICE COOL,GARANT,product,4779049513494,Snus > Garant,Snus > Garant,,4.29,4.29,***,EUR,23,3,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
CHP04,CHAPO CAPPUCINO,CHAPO,product,4745091751627,Energy vrecuska > Chapo,Energy vrecuska > Chapo,,5.0,5.0,***,EUR,23,,1,1,1,1,***,***,,5,Vypredane,Skladom,visible
CHP02,CHAPO COLA CHERRY,CHAPO,product,4745091751689,Energy vrecuska > Chapo,Energy vrecuska > Chapo,,5.0,5.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
CHP03,CHAPO DOUBLE APPLE,CHAPO,product,4745091751658,Energy vrecuska > Chapo,Energy vrecuska > Chapo,,5.0,5.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
CHP01,CHAPO ENERGY DRINK,CHAPO,product,4745091751665,Energy vrecuska > Chapo,Energy vrecuska > Chapo,,5.0,5.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
CHP05,CHAPO STRAWBERRY ICE,CHAPO,product,4745091751641,Energy vrecuska > Chapo,Energy vrecuska > Chapo,,5.0,5.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
CHP06,CHAPO GOLDEN MANGO,CHAPO,product,4745091751634,Energy vrecuska > Chapo,Energy vrecuska > Chapo,,5.0,5.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
CB23,CUBA BLACK BLUEBERRY,CUBA,product,5904316128180,Nikotinove vrecuska > CUBA,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,Nikotinove vrecuska > CUBA,4.99,4.99,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VX01,VENIX X2 APPLE-X,Venix,product,,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,6.75,6.75,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VX02,VENIX X2 BANA-X,Venix,product,,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,6.75,6.75,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VX03,VENIX X2 BLUE MENTHOL-X,Venix,product,6977558163638,E-cigarety > VENIX > X2,E-cigarety > VENIX > X2,,6.75,6.75,***,EUR,23,,1,1,1,1,***,***,,2,Vypredane,Skladom,visible
VX04,VENIX X2 BLUE RASPBERRY-X,Venix,product,6977558163539,E-cigarety > VENIX > X2,E-cigarety > VENIX > X2,,6.75,6.75,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VX05,VENIX X2 COLA-X,Venix,product,,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,6.75,6.75,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VX06,VENIX X2 GRAPE-X,Venix,product,6977558163553,E-cigarety > VENIX > X2,E-cigarety > VENIX > X2,,6.75,6.75,***,EUR,23,,1,1,1,1,***,***,,7,Vypredane,Skladom,visible
VX07,VENIX X2 LITCHI-X,Venix,product,6977558163713,E-cigarety > VENIX > X2,E-cigarety > VENIX > X2,,6.75,6.75,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
VX08,VENIX X2 MANGO-X,Venix,product,,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,6.75,6.75,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VX09,VENIX X2 ORANGE SODA-X,Venix,product,,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,6.75,6.75,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VX10,VENIX X2 PEACH-X,Venix,product,6977558163690,E-cigarety > VENIX > X2,E-cigarety > VENIX > X2,,6.75,6.75,***,EUR,23,,1,1,1,1,***,***,,7,Vypredane,Skladom,visible
VX11,VENIX X2 PINE COCO-X,Venix,product,,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,6.75,6.75,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VX12,VENIX X2 STRAWBERRY KIWI-X,Venix,product,6977558163515,E-cigarety > VENIX > X2,E-cigarety > VENIX > X2,,6.75,6.75,***,EUR,23,,1,1,1,1,***,***,,7,Vypredane,Skladom,visible
VX13,VENIX X2 STRAWBERRY-X,Venix,product,,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,6.75,6.75,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VX14,VENIX WATER MELON-Z,Venix,product,6974572219853,E-cigarety,E-cigarety > VENIX > Z,,6.15,6.15,***,EUR,23,,1,1,1,1,***,***,,2,Vypredane,Skladom,visible
VRX01,VENIX-RELX SOMATCH STARTER KIT (1+1) BRIGHT YELLOW - VANILLA SCOOP,Venix,product,6941974921196,E-cigarety > VENIX > RELX - VENIX,E-cigarety > VENIX > RELX - VENIX,,9.25,9.25,***,EUR,23,,1,1,1,1,***,***,,5,Vypredane,Skladom,visible
VRX02,VENIX-RELX SOMATCH STARTER KIT (1+1) CRIMSON RED - WATERMELON CHILL,Venix,product,6941974921172,E-cigarety > VENIX > RELX - VENIX,E-cigarety > VENIX > RELX - VENIX,,9.25,9.25,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VRX03,VENIX-RELX SOMATCH STARTER KIT (1+1) DEEP BLUE - BLUE RASPBERRY,Venix,product,,E-cigarety > VENIX > RELX - VENIX,E-cigarety > VENIX > RELX - VENIX,,9.25,9.25,***,EUR,23,,1,1,1,1,***,***,,7,Vypredane,Skladom,visible
VRX04,VENIX-RELX SOMATCH STARTER KIT (1+1) ROSE PINK - STRAWBERRY KIWI,Venix,product,,E-cigarety > VENIX > RELX - VENIX,E-cigarety > VENIX > RELX - VENIX,,9.25,9.25,***,EUR,23,,1,1,1,1,***,***,,11,Vypredane,Skladom,visible
VRX05,VENIX-RELX SOMATCH POD - BLUEBERRY RASPBERRY,Venix,product,6941974921059,E-cigarety > VENIX > RELX - VENIX,E-cigarety > VENIX > RELX - VENIX,,4.35,4.35,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VRX06,VENIX-RELX SOMATCH POD - GRAPE ICE,Venix,product,6941974921073,E-cigarety > VENIX > RELX - VENIX,E-cigarety > VENIX > RELX - VENIX,,4.35,4.35,***,EUR,23,,1,1,1,1,***,***,,1,Vypredane,Skladom,visible
VRX07,VENIX-RELX SOMATCH POD - CHERRY ICE,Venix,product,6941974921134,E-cigarety > VENIX > RELX - VENIX,E-cigarety > VENIX > RELX - VENIX,,4.35,4.35,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VRX08,VENIX-RELX SOMATCH POD - STRAWBERRY KIWI,Venix,product,6941974921066,E-cigarety > VENIX > RELX - VENIX,E-cigarety > VENIX > RELX - VENIX,,4.35,4.35,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VRX09,VENIX-RELX SOMATCH POD - TRIPLE MANGO,Venix,product,6941974921127,E-cigarety > VENIX > RELX - VENIX,E-cigarety > VENIX > RELX - VENIX,,4.35,4.35,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VRX10,VENIX-RELX SOMATCH POD - VANILLA SCOOP,Venix,product,6941974921141,E-cigarety > VENIX > RELX - VENIX,E-cigarety > VENIX > RELX - VENIX,,4.35,4.35,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VRX11,VENIX-RELX SOMATCH POD - WATERMELON CHILL,Venix,product,6941974921080,E-cigarety > VENIX > RELX - VENIX,E-cigarety > VENIX > RELX - VENIX,,4.35,4.35,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
TR01,THOR ARTIC BERRIES STRONG,THOR,product,5400827035134,Nikotinove vrecuska > THOR,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > THOR,45935.0,45935.0,***,EUR,23,,1,1,1,1,***,***,,4,Vypredane,Skladom,visible
TR02,THOR BLACK MINT STRONG,THOR,product,5400827035165,Nikotinove vrecuska > THOR,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > THOR,45935.0,45935.0,***,EUR,23,,1,1,1,1,***,***,,4,Vypredane,Skladom,visible
TR03,THOR NORDIC FREEZE STRONG,THOR,product,5400827035226,Nikotinove vrecuska > THOR,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > THOR,45935.0,45935.0,***,EUR,23,,1,1,1,1,***,***,,6,Vypredane,Skladom,visible
TR04,THOR HONEYMELON HEAVEN STRONG,THOR,product,5400827035103,Nikotinove vrecuska > THOR,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > THOR,45935.0,45935.0,***,EUR,23,,1,1,1,1,***,***,,1,Vypredane,Skladom,visible
ZX01,ZONEX COLD BLAST EXTRA STRONG,THOR,product,,Nikotinove vrecuska > THOR,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > THOR,0.0,45935.0,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VEL15,VELO BRIGHT SPEARMINT 2 DOTS - LIMITOVANe,Velo,product,8595682141148,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > Velo ™,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VEL16,VELO CRISPY PEPPERMINT 3 DOTS - LIMITOVANe,Velo,product,8595682141162,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > Velo ™,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VEL17,VELO STRAWBERRY ICE 3 DOTS - LIMITOVANe,Velo,product,8595682141421,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > Velo ™,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VEL18,VELO FREEZING PEPPERMINT 6 DOTS - LIMITOVANe,Velo,product,8595682141247,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > Velo ™,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VEL19,VELO FREEZING PEPPERMINT 4 DOTS - LIMITOVANe,Velo,product,8595682141186,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > PODlA SILY > Stredne silne,Nikotinove vrecuska > Velo ™,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VX15,VENIX ARGANWOOD-T,Venix,product,,E-cigarety,E-cigarety > VENIX > T,,6.15,6.15,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VEL20,VELO BRIGHT SPEARMINT 2 DOTS - LIMITOVANe,Velo,product,8595682141148,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > Velo ™,,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VEL21,VELO CRISPY PEPPERMINT 3 DOTS - LIMITOVANe,Velo,product,8595682141162,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > Velo ™,,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,5,Vypredane,Skladom,visible
VEL22,VELO FREEZING PEPPERMINT 4 DOTS - LIMITOVANe,Velo,product,8595682141186,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > Velo ™,,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VEL23,VELO FREEZING PEPPERMINT 6 DOTS - LIMITOVANe,Velo,product,8595682141247,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > Velo ™,,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
VEL24,VELO STRAWBERRY ICE 3 DOTS - LIMITOVANe,Velo,product,8595682141421,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > Velo ™,,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,2,Vypredane,Skladom,visible
VX16,VENIX X2 WATER MELON-X,Venix,product,6977558163577,E-cigarety > VENIX > X2,E-cigarety > VENIX > X2,,6.75,6.75,***,EUR,23,,1,1,1,1,***,***,,3,Vypredane,Skladom,visible
BL4,Nicolips Bestseller Bundle,,set,,Nase produkty,Nase produkty,,14.5,14.5,***,EUR,23,,0,1,1,1,***,***,,0,Vypredane,Skladom,visible
BL3,Nicolips Top Picks Bundle,,set,,Nase produkty,Nase produkty,,45944.0,45944.0,***,EUR,23,,1,1,1,1,***,***,,1,Vypredane,Skladom,visible
PBM01,PABLO MINI RED,Pablo,product,5744000761534,Nikotinove vrecuska > Pablo,Nikotinove vrecuska > Pablo,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,4.99,4.99,***,EUR,23,3,1,0,0,0,***,***,,22,Vypredane,Skladom,visible
PBM02,PABLO MINI X ICE COLD,Pablo,product,5744000761527,Nikotinove vrecuska > Pablo,Nikotinove vrecuska > Pablo,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,4.99,4.99,***,EUR,23,3,1,0,0,0,***,***,,24,Vypredane,Skladom,visible
PBM03,PABLO MINI ICE COLD,Pablo,product,5744000761510,Nikotinove vrecuska > Pablo,Nikotinove vrecuska > Pablo,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,4.99,4.99,***,EUR,23,3,1,0,0,0,***,***,,18,Vypredane,Skladom,visible
KL24,KILLA EXCLUSIVE DARK CHERRY,Killa,product,5740031400930,Nikotinove vrecuska,Nikotinove vrecuska > Killa,Nikotinove vrecuska > PODlA SILY > Slabe,4.8,4.8,***,EUR,23,3,1,0,0,0,***,***,,0,Vypredane,Skladom,visible
KL25,KILLA EXCLUSIVE STRAWBERRY WATERMELON,Killa,product,5740031400848,Nikotinove vrecuska,Nikotinove vrecuska > Killa,Nikotinove vrecuska > PODlA SILY > Slabe,4.8,4.8,***,EUR,23,3,1,0,0,0,***,***,,0,Vypredane,Skladom,visible
KL26,KILLA EXCLUSIVE DOUBLE MINT,Killa,product,5740031401432,Nikotinove vrecuska,Nikotinove vrecuska > Killa,Nikotinove vrecuska > PODlA SILY > Slabe,4.8,4.8,***,EUR,23,3,1,0,0,0,***,***,,5,Vypredane,Skladom,visible
KL27,KILLA EXCLUSIVE GREEN MINT,Killa,product,5740031401029,Nikotinove vrecuska,Nikotinove vrecuska > Killa,Nikotinove vrecuska > PODlA SILY > Slabe,4.8,4.8,***,EUR,23,3,1,0,0,0,***,***,,8,Vypredane,Skladom,visible
IG28,ICEBERG STRAWBERRY BANANA GUM,ICEBERG,product,4750901238427,Neviditelne produkty 2 (Iceberg....),Neviditelne produkty 2 (Iceberg....),,5.5,5.5,***,EUR,23,,0,1,1,1,***,***,,1,Vypredane,Skladom,hidden
IG29,ICEBERG SWEET MINT,ICEBERG,product,4530303784452,Nikotinove vrecuska > Iceberg,Nikotinove vrecuska > PODlA SILY > Najsilnejsie,Nikotinove vrecuska > Akcie,5.5,5.5,***,EUR,23,,0,1,1,1,***,***,,28,Vypredane,Skladom,visible
VEL25,VELO SIMPLY SPEARMINT 1 DOT,Velo,product,8595682141742,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > Velo ™,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
VEL26,VELO CHERRY ICE 1 DOT,Velo,product,8595682141759,Nikotinove vrecuska > Velo ™,Nikotinove vrecuska > PODlA SILY > Slabe,Nikotinove vrecuska > Velo ™,5.5,5.5,***,EUR,23,3,1,1,1,1,***,***,,1,Vypredane,Skladom,visible
XB05,X-BOOSTER COOL MINT,X-BOOSTER,product,5906670984747,Energy vrecuska > X-BOOSTER,Energy vrecuska > X-BOOSTER,,5.5,5.5,***,EUR,23,,1,1,1,1,***,***,,2,Vypredane,Skladom,visible
EL10,LOST MARY TAPPO AIR PINK + STRAWBERRY ICE,ELFBAR,product,6937643598202,E-cigarety > ELF BAR > ELF BAR STARTER KIT,E-cigarety > ELF BAR > ELF BAR STARTER KIT,,7.4,7.4,***,EUR,23,,1,1,1,1,***,***,,2,Vypredane,Skladom,visible
LSP11,LOST MARRY TAPPO STRAWBERRY ICE POD,ELFBAR,product,6937080593228,E-cigarety > ELF BAR > ELF BAR STARTER KIT,E-cigarety > ELF BAR > ELF BAR STARTER KIT,,4.0,4.0,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
LSP12,LOST MARRY TAPPO SPEARMINT POD,ELFBAR,product,6937080593211,E-cigarety > ELF BAR > ELF BAR STARTER KIT,E-cigarety > ELF BAR > ELF BAR STARTER KIT,,4.0,4.0,***,EUR,23,,1,1,1,1,***,***,,5,Vypredane,Skladom,visible
IZ68,IZY VAPE ONE+ KIWI PASSION FRUIT GUAVA 0mg,IZY VAPE,product,8588010058904,E-cigarety > IZY VAPE > IZY ONE + > 0 mg/ml,E-cigarety > IZY VAPE > IZY ONE + > 0 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
IZ69,IZY VAPE ONE+ CAPPUCCINO 0mg,IZY VAPE,product,8588010058942,E-cigarety > IZY VAPE > IZY ONE + > 0 mg/ml,E-cigarety > IZY VAPE > IZY ONE + > 0 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
IZ70,IZY VAPE ONE+ GRAPE ICE 0mg,IZY VAPE,product,8588010058621,E-cigarety > IZY VAPE > IZY ONE + > 0 mg/ml,E-cigarety > IZY VAPE > IZY ONE + > 0 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
IZ71,IZY VAPE ONE+ MANGO ICE 0mg,IZY VAPE,product,8588010058744,E-cigarety > IZY VAPE > IZY ONE + > 0 mg/ml,E-cigarety > IZY VAPE > IZY ONE + > 0 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,visible
IZ72,IZY VAPE ONE+ MINT 0mg,IZY VAPE,product,8588010058782,E-cigarety > IZY VAPE > IZY ONE + > 0 mg/ml,E-cigarety > IZY VAPE > IZY ONE + > 0 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
IZ73,IZY VAPE ONE+ BERRY MIX 0mg,IZY VAPE,product,8588010058546,E-cigarety > IZY VAPE > IZY ONE + > 0 mg/ml,E-cigarety > IZY VAPE > IZY ONE + > 0 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
IZ74,IZY VAPE ONE+ PEACH ICE 0mg,IZY VAPE,product,8588010058706,E-cigarety > IZY VAPE > IZY ONE + > 0 mg/ml,E-cigarety > IZY VAPE > IZY ONE + > 0 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
IZ75,IZY VAPE ONE+ PINEAPPLE ICE 0mg,IZY VAPE,product,,E-cigarety > IZY VAPE > IZY ONE + > 0 mg/ml,E-cigarety > IZY VAPE > IZY ONE + > 0 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,hidden
IZ76,IZY VAPE ONE+ STRAWBERRY ICE 0mg,IZY VAPE,product,8588010058560,E-cigarety > IZY VAPE > IZY ONE + > 0 mg/ml,E-cigarety > IZY VAPE > IZY ONE + > 0 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
IZ77,IZY VAPE ONE+ WATERMELON ICE 0mg,IZY VAPE,product,8588010058669,E-cigarety > IZY VAPE > IZY ONE + > 0 mg/ml,E-cigarety > IZY VAPE > IZY ONE + > 0 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
IZ78,IZY CLICK STARTER KIT WATERMELON ICE 0mg,IZY VAPE,product,8588009879060,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
IZ79,IZY CLICK STARTER KIT RICH TOBACCO 0mg,IZY VAPE,product,,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,0,Vypredane,Skladom,visible
IZ80,IZY CLICK STARTER KIT MANGO ICE 0mg,IZY VAPE,product,8588009879053,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
IZ81,IZY CLICK STARTER KIT CAPPUCCINO 0mg,IZY VAPE,product,,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,hidden
IZ82,IZY CLICK STARTER KIT CAPPUCCINO 20mg,IZY VAPE,product,8588009879008,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,hidden
IZ83,IZY CLICK STARTER KIT RICH TOBACCO 20mg,IZY VAPE,product,8588009879022,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
IZ84,IZY CLICK STARTER KIT MANGO ICE 20mg,IZY VAPE,product,8588009879015,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,8,Vypredane,Skladom,visible
IZ85,IZY CLICK STARTER KIT WATERMELON ICE 20mg,IZY VAPE,product,8588009879039,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 20 mg/ml,,7.9,7.9,***,EUR,23,,1,1,1,1,***,***,,9,Vypredane,Skladom,visible
IZ86,IZY CLICK WATERMELON ICE PODS 0mg,IZY VAPE,product,8588009878919,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,E-cigarety > IZY VAPE > IZY CLICK > 0 mg/ml,,8.9,8.9,***,EUR,23,,1,1,1,1,***,***,,10,Vypredane,Skladom,hidden
